745983,1577,23838236
824002,78,1644840
776793,77,1556060
943106,83,2746144
908091,84,3145653
882796,83,2784261
680151,70,787388
843533,82,2586113
1276037,67,554606
1420269,62,346279
1030514,65,494205
1436073,60,275471
1051904,66,514213
716438,70,768986
600969,70,796388
711780,70,771086
1009256,52,123891
733043,70,754576
733921,60,294158
640837,76,1388344
648549,71,815587
883600,44,59000
699890,66,518338
919247,51,112649
-1,-1
-1,-1
-1,-1
443226,50
227481,9
1268261,1
499066,10
372397,28
489999,1
277493,1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
113528,324
87288,7
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
